,user,time,text,likes,comments,repost,share,url
1127,happy_dianaaa,2024-09-09,나도 그맘이다!! 남친구가 잇는데 나한테 나중에 결헌하자고 해서 서운하면서도 막상 내가 결혼하면 우울해서 힘들게 할 것 같은 양가감정 ㅜㅜ11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1128,gloomyygo,2024-09-09,후 요새 그래 너무 미안해(1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1129,chloemoon918,2024-09-09,나도 우울증이 있어서 어떤 마음인지 공감가11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1130,gloomyygo,2024-09-09,공감해주어 고마워.. 어려운 부분일텐데ㅠ1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1131,joo_yaksa,2024-09-09,"아이는 진짜 사랑이야..
치유의 힘이 있어.1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1132,thanks__min,2024-09-09,일단 건강한 몸상태 정신을 만드는게 먼저 인거같앙 그럼 자연스럽게 이쁜 아기천사 찾아올거같아!1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1133,hehe._.hoho_,2024-09-09,오..나도 물론 정신없이 바쁠때 우울감이 좀 주춤하긴하지만 내가 만약에 막 아픈데 아이가 있으면...?ㅠㅠㅠㅠ아이보러 양쪽 부모님들도 자주뵐텐데 내가 그런상태면 어째야하지...?이런고민? 숨긴다고 숨겨지는것도아니고ㅠㅠㅠㅠㅠㅠ11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1134,gloomyygo,2024-09-09,"응 그러니까
이제 나혼자의 삶이 아닐텐데
내가 감당할 수 있을까?
그런 두려움이 있어",,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1135,iryss_155443,2024-09-09,"치료에 집중하자
우울증은 유전력이 없지않아 있고 우울증이 육아를 시작하면 더 심해질 가능성이 높아.
괜히 산후우울증이라는 말이 생긴게 아니니까
당장은 자신부터 돌보자1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1136,knnittinglim,2024-09-09,나도 그래서 6년의 시간을 그렇게 보냈어 아이낳고 처음 일년은 정신없는 생활에 우울할 틈도 없었지 그런데 우울이란 놈은 어떤 틈이든 비집고 들어와 내 옆에 앉아있어 지금이 그래 어떻게든 붙잡고 있는데 너무 힘들때는 아이고 뭐고 다 끝내고 싶단 생각이 들어 나는 아이가 있건 없건 그냥 계속 우울한 사람이였던거 같아 앞으로도 그러겠지11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1137,gloomyygo,2024-09-09,"우울이란 놈은 참, 없어지지도 않고 징하게 붙어있다 그치? 떼버리기도 어렵고
마음의 암 같은 느낌이야
없어진 줄 알았는데 재발해서 
종양처럼 계속 퍼져버리는거지11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1138,knnittinglim,2024-09-10,우리는 어쩌면 어떻게 우울을 끌어안고 남은 인생을 살아야되는지 고민하며 살아야돼1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1139,koko_thehealer,2024-09-10,이런 고민을 한다는 것 자체가 책임감 있는 좋은 사람이기 때문이라고 생각해. 언젠가 꼭 준비되길 바라.2,2.0,,,,https://www.threads.net/@gloomyygo/post/C_rOfiwT4YU
1140,saebomingming,2024-09-08,공감대2,2.0,,,,https://www.threads.net/@gloomyygo/post/C_povheREmN
1141,wild_pony_,2024-09-08,"7년차야. ㅡ.,ㅡ;;
그 양가감정, 참… 속썩지.1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_povheREmN
1142,rath.xrath,2024-09-08,"나만 그런거 아니구나의 치료효과는 좋은데, 꾸준히 자주보면 이 우울이 정상이고 나머지가 비정상이라는 생각을 하게 되기도..21",2.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1143,gloomyygo,2024-09-08,그럴수도 있겠군?1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1144,dnk13018,2024-09-08,상담사가 주최해야하지 않을까 전문 상담사가? 단순 우울증 환자들만 모여서는 안된다고 봐. 모임에 조율이 필여할거같아61,6.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1145,gloomyygo,2024-09-08,오호~~ 그렇겠다,,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1146,j_bosunny,2024-09-09,더 우울해지더라2,2.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1147,hwarang_shman,2024-09-08,"대화가 어떻게 흘러가느냐도 중요하고
그 대화 속에 이끌어가는 사람들이 있다면
그 사람들의 성향도 중요한 것 같아 그래도
서로의 아픔을 보다 잘 이해해 줄 수는 있을 것 같네11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1148,gloomyygo,2024-09-08,그렇구나 우울한 사람들끼리의 모임이 있었으면 좋겠다는 생각이 들었어22,2.0,2.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1149,jini_6161,2024-09-09,"치료에 도움이 되는 쪽 연구도 있고
함께 더 우울이 퍼진다는 연구도 있어요.1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1150,ryuseola111,2024-09-10,경험상 더 암울 그 자체 초상집11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1151,gloomyygo,2024-09-10,오호?,,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1152,1225518_,2024-09-09,난 내가 정병이 있지만 항상 우울은 전염된다고 표현하며 나랑 가까운 관계 특히 애인이 생기면 애인한테 전염시킬까봐 항상 미안해해11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1153,1225518_,2024-09-09,그래서 정도에 따라 다를태지만 치료가되는 방향보단 현상유지 또는 악화의 방향만 존쟈하지 않을까1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1154,threads_peter,2024-09-09,"치료를 받은 사람이라면 몰라도 
그렇지 않으면 더 우울해질 듯 한데1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1155,chj770228,2024-09-08,우울하면 더 우울하게 돼3,3.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1156,gaeegyeon,2024-09-08,"성향이 어떠냐에 따라 다른 것 같아. 한 친구는 자기 아픈 것만 크게 보는 성향이어서 같이 있으면 답답했고, 한 친구는 서로 힘들었던 일에 공감도 해주고 솔직한 판단도 해줘서 신뢰가 되고 편하고 좋았어1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1157,wild_pony_,2024-09-08,리딩을 누가하냐에 따라 다르지. 심리동네에선 그걸 집단상담이라고 해. 사회적 관계가 어려운 사람들끼리 공감되면서 치료되고 회복되고 마음근육이 더 튼튼해 진달까? 나도 그런 모임의 일원이였고 이런저런 이유로 오래 봐왔는데 그렇게 되더라고21,2.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1158,gloomyygo,2024-09-08,그런 모임이 있으면 꼭 가보고싶다11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1159,wild_pony_,2024-09-08,"내가 아는 지역은 수원이야
그리고, 39세 미만 이면 청년마음바우처.
65세 미만 해당되는 일상돌봄서비스에 심리상담 파트 있어. 행정복지센터(동사무소)의 복지담당과 상의 받아 저렴, 무료로 심리상담 이용해 보기를...11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1160,gloomyygo,2024-09-08,"나는 부산이라 ㅠㅠ 멀구나
한번 알아볼게 너무 고마워1",1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1161,soso2277_,2024-09-08,다른사람의 불행을 보며 내자신이 위로되는 느낌?난 저정도는 아닌데 스스로 위안삼게됨1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1162,rouenberg_bora,2024-09-09,후자요1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1163,ywrs_0,2024-09-09,외롭진 않은데 발전은 없을거같애,,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1164,iseul92,2024-09-09,더 우울해지더라 옆에 있으니,,,,,https://www.threads.net/@gloomyygo/post/C_pom4FxIDj
1165,psychic0922,2024-09-08,우울증 환자와의 상담은 인내심인거같아내가 무슨말을 시작못해냅두고 기다리고 먼저 다가올때까지마음을 열기가 너무 힘들어11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1166,gloomyygo,2024-09-08,"맞아 나도 쉽게 마음 열기가 어렵더라
여는 순간 다 터져버려11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1167,psychic0922,2024-09-08,그때만 기다리고 계속 기다려주는 거임주로 일상적인 이야기만 해서로 눈치 게임하면서 ...1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1168,g1___95,2024-09-08,"약 하루 안먹으면 바로 우울해지냐는 질문도 들어봄
순간 뭘 대답해야할지 대 혼란12",1.0,2.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1169,harvey_spectel,2024-09-08,우울한 분들한테 가장 좋은 위로나 걱정해줄 수 있는 말은 뭐야?22,2.0,2.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1170,bottyonew,2024-09-08,왜 숨쉬냐랑 똑같은 질문이지11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1171,gloomyygo,2024-09-08,맞아 정답..1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1172,home_foodwithdrink,2024-09-08,그냥 밥먹고 눈빛으로라도 말하지 말고 스윽 내미는 커피한잔. 그거면 충분해. 나는 그걸로 충분해.31,3.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1173,gloomyygo,2024-09-08,나도 그래..1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1174,noble0915,2024-09-08,"진심으로...숨이 턱 막히는 질문...
직접 들어봤는데 뇌를 안거치고 질문하나 싶었다11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1175,gloomyygo,2024-09-08,나도그래..제발 뭘 좀 알고 질문해줬음 좋겠다고 말했어1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1176,doodle.pl,2024-09-09,그걸 내가 알면 이러고있겠니??1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1177,bo_dang_,2024-09-08,그만큼힘들었구나1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1178,uniglow.studio,2024-09-09,심리 상담을 받아보고 했을정도로 힘들때 주변 사람들이(가족 포함)이유를 묻는 것에 답을 해야ㅎㅏ는 게 곤란했었어. 그래서 힘들어 하는 사람이 있다고 하면 이유보다는 그냥 곁에 잘 있어주려고 해1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1179,karsearia,2024-09-09,알아도 말하고싶지않아11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1180,gloomyygo,2024-09-09,알면 뭐 할건데..? 이런마인드지 뭐1,,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1181,karsearia,2024-09-09,"맞아 
공감도 못하면서 공감하는척하는거 보여
안타까워해면서도 이해는못하는 모습이 보여11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1182,gloomyygo,2024-09-09,가식적인 그 모습이 보기싫어서 입을 다무는 거 같아1,,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1183,karsearia,2024-09-09,"그냥 묵묵히 살자
힘내라는 말도 안할꺼고
화이팅이라느말도 안할꺼고
그냥 우리 살아가자
그것만으로도 우리에겐 큰 용기가 필요한 일이니11",1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1184,ohyoanna,2024-09-08,아니 나도 모르는데 왜냐고 물어보면 어쩌라는거임?ㅋㅌㅋㅋㅋㅋ진짜 배려가 없다1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1185,shu______u,2024-09-08,맞아…🥲11,1.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1186,gloomyygo,2024-09-08,아는구나..😭1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1187,dnk13018,2024-09-08,그런 질문 받으면 숨이 턱 막힘.. 어차피 전문 상담사랑도 풀어가기 힘든 숙젠대 왜 굳이 알려고하는건지… 안다고 해도 어차피 운동해라 밖에 나가서 햇볕쬐라 이런 말만 할 거면서 ..31,3.0,1.0,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1188,gloomyygo,2024-09-08,맞아 뻔한 대답 듣고 싶지않아서 회피하는 편,,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1189,1225518_,2024-09-09,햇빛 많이 보고 산책도 좀 하고 사람들좀 만나봐 등의 조언들이 정신과 의사들도 자주해주는 말이지만 애초에 위와같은 것들을 쉽게 할 수 있았으면 우울증까지 안 갔을 거라고 생각해서 난감한 말인 거ㅜ같아요1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_pmWWDxtoK
1190,deugyongj,2024-09-08,"오호, 민첩에 스텟을 투자하셨군요?",,,,,https://www.threads.net/@gloomyygo/post/C_onnG_TH8r
1191,gnuoyim1_5,2024-09-08,좋은 아침 🌅 오늘 어때?1,1.0,,,,https://www.threads.net/@gloomyygo/post/C_onhmizqrO
1192,5roroda,2024-10-13,용기내서 보고싶다 보냇는데 자기 출장가는얘기 하더라 나도 보고싶어 라고할줄 알았는데21,2.0,1.0,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1193,sdjidiid,2024-10-13,ㅋㅋㅋ,,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1194,lusilla_won,2024-10-13,"감정이 없는사람에게 오랜시간 공을들여 내마음을 전하려하지만 출발선에서 한발자국도 움직이지않은 것같은 눈빛과 대답은 마음을 차곡차곡 접게한다.
어느순간 휙 돌아선다.
그런사람이 있었던적이 없던것처럼 담담히 날위해 잘 살아간다.
가끔 밥도 안먹었는데 명치끝부터 꽉막힌 채기가 올라와도 울컥 눈물이 나도.. 순수했던 내 감정에 대한 배웅이다.
오랜만에 채기가 올라온다.
이젠 눈물은 안나는걸 보니 마지막 배웅인가보다.7",7.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1195,summer_min.i,2024-10-13,온 마음이 시린 밤이겠다8,8.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1196,june_hj_ko,2024-10-13,너를 더 사랑해야지..니마음을 더 들여다 봐줘야지..ㅠ널 보고싶어 하지않는 사람보다..4,4.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1197,smile__ria,2024-10-13,하지마…1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1198,i_love_ssol_,2024-10-13,나도보고싶어.라는말을듣고싶었는데2,2.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1199,wednesday_ming,2024-10-13,ㅜㅜ 하지마요.... 내가 괜히 다 슬퍼... ㅜㅜ 보란듯이 지워버렷! 그런 사람은.1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1200,xianzhu1117,2024-10-13,그래서 이젠 그런 감상적인 보고싶다는 말을 숨기게된다1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1201,artcollectorjoy,2024-10-13,이건 읽는순간 좀 아프네2,2.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1202,simpleplaina,2024-10-13,아…. 진짜 마음 아픈 일이야1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1203,o5livia,2024-10-13,슬프네요..1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1204,shirleypark1008,2024-10-13,아~ 상상만 해도 비참하네1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1205,lipstickpink123,2024-10-13,건네지마 ;;;;;1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1206,dustpie3e,2024-10-13,맞다1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1207,youngsangyoo,2024-10-13,와 그 용기면. 뭐든 할수있겠네1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1208,bagseongsu672,2024-10-13,1이 안없어 지더나.1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1209,lee482335,2024-10-13,ㅠ 저도 그맘뭔지 알아욤1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1210,fiinkode,2024-10-13,맞어... 🙂 치. 그치.1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1211,no.signallllll_____,2024-10-13,🍂1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DBBrW4HSM3L
1212,flowery_place_studio,2024-09-23,나에 대해 잘 아는게 젤 중요한 것 같아요😇1,1.0,,,,https://www.threads.net/@sorrow.crow/post/DAQt6SpSnLR
1213,blue_sky_ya,2024-09-04,나도 그래1,1.0,,,,https://www.threads.net/@sorrow.crow/post/C_fr15ESUhc
1214,flowery_place_studio,2024-09-05,여기에 털어놔 들어줄게☺️1,1.0,,,,https://www.threads.net/@sorrow.crow/post/C_fr15ESUhc
1215,ar_vtv,2024-11-12,우리 가능할까? 남편 병원이야 1인 이비인후과1,,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCQCHzqzIhq
1216,yeongyeong_design,2024-11-12,당연 지역이 오디야?1,,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCQCHzqzIhq
1217,ar_vtv,2024-11-12,압구정로데오야!1,,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCQCHzqzIhq
1218,yeongyeong_design,2024-11-12,"톡 가능해?영영
open.kakao.com/o/sJs…",,,,,https://www.threads.net/@yeongyeong_design/post/DCQCHzqzIhq
1219,nue_ko07,2024-11-10,어..어느 사이트야?? 나도 배우고 싶어!🙏11,1.0,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1220,yeongyeong_design,2024-11-10,"growthcampus.liveklass.com
요기 올려뒀엉 :)growthcampus.liveklass.comgrowthcampus.liveklass.comgrowthcampus.liveklass.comgrowthcampus.liveklass.com8",8.0,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1221,jinsimcode,2024-11-10,이제 수익화해야지11,1.0,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1222,yeongyeong_design,2024-11-10,수익화는 이미 다른걸로 잘 하고 있어 ㅎㅎ1,,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1223,jinsimcode,2024-11-10,뭐야 이미하고있어? ㅋㅋㅋㅋ11,1.0,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1224,yeongyeong_design,2024-11-10,내가 배고픈데 어케 나눠주겟어 배부르니까 가능하지,,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1225,sono_png,2024-11-10,뭐야뭐야 나 진짜 결제해..?1,1.0,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1226,9rapin,2024-11-10,와 진짜 이런 강의는 없었다✨1,1.0,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1227,lightblue1369,2024-11-10,보고 감상평 남길게! 복 받을거야❤️2,2.0,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1228,all_designstudio,2024-11-10,오와 너무흥미롭당1,1.0,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1229,nailart__dreamy,2024-11-10,나도 듣고프다~~~1,1.0,,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
1230,nue_ko07,2024-11-10,어..어느 사이트야?? 나도 배우고 싶어!🙏11,1.0,1.0,,,https://www.threads.net/@yeongyeong_design/post/DCJzJFKPwer
